item_id,dept_id,cat_id
FOODS_1_218,FOODS_1,FOODS
FOODS_1_219,FOODS_1,FOODS
FOODS_2_001,FOODS_2,FOODS
FOODS_2_002,FOODS_2,FOODS
FOODS_2_003,FOODS_2,FOODS
FOODS_2_004,FOODS_2,FOODS
FOODS_2_005,FOODS_2,FOODS
FOODS_2_006,FOODS_2,FOODS
FOODS_2_007,FOODS_2,FOODS
FOODS_2_008,FOODS_2,FOODS
FOODS_2_009,FOODS_2,FOODS
FOODS_2_010,FOODS_2,FOODS
FOODS_2_011,FOODS_2,FOODS
FOODS_2_012,FOODS_2,FOODS
FOODS_2_013,FOODS_2,FOODS
FOODS_2_014,FOODS_2,FOODS
FOODS_2_015,FOODS_2,FOODS
FOODS_2_016,FOODS_2,FOODS
FOODS_2_017,FOODS_2,FOODS
FOODS_2_018,FOODS_2,FOODS
FOODS_2_019,FOODS_2,FOODS
FOODS_2_020,FOODS_2,FOODS
FOODS_2_021,FOODS_2,FOODS
FOODS_2_022,FOODS_2,FOODS
FOODS_2_023,FOODS_2,FOODS
FOODS_2_024,FOODS_2,FOODS
FOODS_2_025,FOODS_2,FOODS
FOODS_2_026,FOODS_2,FOODS
FOODS_2_027,FOODS_2,FOODS
FOODS_2_028,FOODS_2,FOODS
FOODS_2_029,FOODS_2,FOODS
FOODS_2_030,FOODS_2,FOODS
FOODS_2_031,FOODS_2,FOODS
FOODS_2_032,FOODS_2,FOODS
FOODS_2_033,FOODS_2,FOODS
FOODS_2_034,FOODS_2,FOODS
FOODS_2_035,FOODS_2,FOODS
FOODS_2_036,FOODS_2,FOODS
FOODS_2_037,FOODS_2,FOODS
FOODS_2_038,FOODS_2,FOODS
FOODS_2_039,FOODS_2,FOODS
FOODS_2_040,FOODS_2,FOODS
FOODS_2_041,FOODS_2,FOODS
FOODS_2_042,FOODS_2,FOODS
FOODS_2_043,FOODS_2,FOODS
FOODS_2_044,FOODS_2,FOODS
FOODS_2_045,FOODS_2,FOODS
FOODS_2_046,FOODS_2,FOODS
FOODS_2_047,FOODS_2,FOODS
FOODS_2_048,FOODS_2,FOODS
FOODS_2_049,FOODS_2,FOODS
FOODS_2_050,FOODS_2,FOODS
FOODS_2_051,FOODS_2,FOODS
FOODS_2_052,FOODS_2,FOODS
FOODS_2_053,FOODS_2,FOODS
FOODS_2_054,FOODS_2,FOODS
FOODS_2_055,FOODS_2,FOODS
FOODS_2_056,FOODS_2,FOODS
FOODS_2_057,FOODS_2,FOODS
FOODS_2_058,FOODS_2,FOODS
FOODS_2_059,FOODS_2,FOODS
FOODS_2_060,FOODS_2,FOODS
FOODS_2_061,FOODS_2,FOODS
FOODS_2_062,FOODS_2,FOODS
FOODS_2_063,FOODS_2,FOODS
FOODS_2_064,FOODS_2,FOODS
FOODS_2_065,FOODS_2,FOODS
FOODS_2_066,FOODS_2,FOODS
FOODS_2_067,FOODS_2,FOODS
FOODS_2_068,FOODS_2,FOODS
FOODS_2_069,FOODS_2,FOODS
FOODS_2_070,FOODS_2,FOODS
FOODS_2_071,FOODS_2,FOODS
FOODS_2_072,FOODS_2,FOODS
FOODS_2_073,FOODS_2,FOODS
FOODS_2_074,FOODS_2,FOODS
FOODS_2_075,FOODS_2,FOODS
FOODS_2_076,FOODS_2,FOODS
FOODS_2_077,FOODS_2,FOODS
FOODS_2_078,FOODS_2,FOODS
FOODS_2_079,FOODS_2,FOODS
FOODS_2_080,FOODS_2,FOODS
FOODS_2_081,FOODS_2,FOODS
FOODS_2_082,FOODS_2,FOODS
FOODS_2_083,FOODS_2,FOODS
FOODS_2_084,FOODS_2,FOODS
FOODS_2_085,FOODS_2,FOODS
FOODS_2_086,FOODS_2,FOODS
FOODS_2_087,FOODS_2,FOODS
FOODS_2_088,FOODS_2,FOODS
FOODS_2_089,FOODS_2,FOODS
FOODS_2_090,FOODS_2,FOODS
FOODS_2_091,FOODS_2,FOODS
FOODS_2_092,FOODS_2,FOODS
FOODS_2_093,FOODS_2,FOODS
FOODS_2_094,FOODS_2,FOODS
FOODS_2_095,FOODS_2,FOODS
FOODS_2_096,FOODS_2,FOODS
FOODS_2_097,FOODS_2,FOODS
FOODS_2_099,FOODS_2,FOODS
FOODS_2_100,FOODS_2,FOODS
FOODS_2_101,FOODS_2,FOODS
FOODS_2_102,FOODS_2,FOODS
FOODS_2_103,FOODS_2,FOODS
FOODS_2_104,FOODS_2,FOODS
FOODS_2_105,FOODS_2,FOODS
FOODS_2_106,FOODS_2,FOODS
FOODS_2_107,FOODS_2,FOODS
FOODS_2_108,FOODS_2,FOODS
FOODS_2_109,FOODS_2,FOODS
FOODS_2_110,FOODS_2,FOODS
FOODS_2_111,FOODS_2,FOODS
FOODS_2_112,FOODS_2,FOODS
FOODS_2_113,FOODS_2,FOODS
FOODS_2_114,FOODS_2,FOODS
FOODS_2_115,FOODS_2,FOODS
FOODS_2_116,FOODS_2,FOODS
FOODS_2_117,FOODS_2,FOODS
FOODS_2_118,FOODS_2,FOODS
FOODS_2_119,FOODS_2,FOODS
FOODS_2_120,FOODS_2,FOODS
FOODS_2_121,FOODS_2,FOODS
FOODS_2_122,FOODS_2,FOODS
FOODS_2_123,FOODS_2,FOODS
FOODS_2_124,FOODS_2,FOODS
FOODS_2_125,FOODS_2,FOODS
FOODS_2_126,FOODS_2,FOODS
FOODS_2_127,FOODS_2,FOODS
FOODS_2_128,FOODS_2,FOODS
FOODS_2_129,FOODS_2,FOODS
FOODS_2_130,FOODS_2,FOODS
FOODS_2_131,FOODS_2,FOODS
FOODS_2_132,FOODS_2,FOODS
FOODS_2_133,FOODS_2,FOODS
FOODS_2_134,FOODS_2,FOODS
FOODS_2_135,FOODS_2,FOODS
FOODS_2_136,FOODS_2,FOODS
FOODS_2_137,FOODS_2,FOODS
FOODS_2_138,FOODS_2,FOODS
FOODS_2_139,FOODS_2,FOODS
FOODS_2_140,FOODS_2,FOODS
FOODS_2_141,FOODS_2,FOODS
FOODS_2_142,FOODS_2,FOODS
FOODS_2_143,FOODS_2,FOODS
FOODS_2_144,FOODS_2,FOODS
FOODS_2_145,FOODS_2,FOODS
FOODS_2_146,FOODS_2,FOODS
FOODS_2_147,FOODS_2,FOODS
FOODS_2_148,FOODS_2,FOODS
FOODS_2_149,FOODS_2,FOODS
FOODS_2_150,FOODS_2,FOODS
FOODS_2_151,FOODS_2,FOODS
FOODS_2_152,FOODS_2,FOODS
FOODS_2_153,FOODS_2,FOODS
FOODS_2_154,FOODS_2,FOODS
FOODS_2_155,FOODS_2,FOODS
FOODS_2_156,FOODS_2,FOODS
FOODS_2_157,FOODS_2,FOODS
FOODS_2_158,FOODS_2,FOODS
FOODS_2_159,FOODS_2,FOODS
FOODS_2_160,FOODS_2,FOODS
FOODS_2_161,FOODS_2,FOODS
FOODS_2_162,FOODS_2,FOODS
FOODS_2_163,FOODS_2,FOODS
FOODS_2_164,FOODS_2,FOODS
FOODS_2_165,FOODS_2,FOODS
FOODS_2_166,FOODS_2,FOODS
FOODS_2_167,FOODS_2,FOODS
FOODS_2_168,FOODS_2,FOODS
FOODS_2_169,FOODS_2,FOODS
FOODS_2_170,FOODS_2,FOODS
FOODS_2_171,FOODS_2,FOODS
FOODS_2_172,FOODS_2,FOODS
FOODS_2_173,FOODS_2,FOODS
FOODS_2_174,FOODS_2,FOODS
FOODS_2_175,FOODS_2,FOODS
FOODS_2_176,FOODS_2,FOODS
FOODS_2_177,FOODS_2,FOODS
FOODS_2_178,FOODS_2,FOODS
FOODS_2_179,FOODS_2,FOODS
FOODS_2_180,FOODS_2,FOODS
FOODS_2_181,FOODS_2,FOODS
FOODS_2_182,FOODS_2,FOODS
FOODS_2_183,FOODS_2,FOODS
FOODS_2_184,FOODS_2,FOODS
FOODS_2_185,FOODS_2,FOODS
FOODS_2_186,FOODS_2,FOODS
FOODS_2_187,FOODS_2,FOODS
FOODS_2_188,FOODS_2,FOODS
FOODS_2_189,FOODS_2,FOODS
FOODS_2_190,FOODS_2,FOODS
FOODS_2_191,FOODS_2,FOODS
FOODS_2_192,FOODS_2,FOODS
FOODS_2_193,FOODS_2,FOODS
FOODS_2_194,FOODS_2,FOODS
FOODS_2_195,FOODS_2,FOODS
FOODS_2_196,FOODS_2,FOODS
FOODS_2_197,FOODS_2,FOODS
FOODS_2_198,FOODS_2,FOODS
FOODS_2_199,FOODS_2,FOODS
FOODS_2_200,FOODS_2,FOODS
FOODS_2_201,FOODS_2,FOODS
FOODS_2_202,FOODS_2,FOODS
FOODS_2_203,FOODS_2,FOODS
FOODS_2_204,FOODS_2,FOODS
FOODS_2_205,FOODS_2,FOODS
FOODS_2_206,FOODS_2,FOODS
FOODS_2_207,FOODS_2,FOODS
FOODS_2_208,FOODS_2,FOODS
FOODS_2_209,FOODS_2,FOODS
FOODS_2_210,FOODS_2,FOODS
FOODS_2_211,FOODS_2,FOODS
FOODS_2_212,FOODS_2,FOODS
FOODS_2_213,FOODS_2,FOODS
FOODS_2_214,FOODS_2,FOODS
FOODS_2_215,FOODS_2,FOODS
FOODS_2_216,FOODS_2,FOODS
FOODS_2_217,FOODS_2,FOODS
FOODS_2_218,FOODS_2,FOODS
FOODS_2_219,FOODS_2,FOODS
FOODS_2_220,FOODS_2,FOODS
FOODS_2_221,FOODS_2,FOODS
FOODS_2_222,FOODS_2,FOODS
FOODS_2_223,FOODS_2,FOODS
FOODS_2_224,FOODS_2,FOODS
FOODS_2_225,FOODS_2,FOODS
FOODS_2_226,FOODS_2,FOODS
FOODS_2_227,FOODS_2,FOODS
FOODS_2_228,FOODS_2,FOODS
FOODS_2_229,FOODS_2,FOODS
FOODS_2_230,FOODS_2,FOODS
FOODS_2_231,FOODS_2,FOODS
FOODS_2_232,FOODS_2,FOODS
FOODS_2_233,FOODS_2,FOODS
FOODS_2_234,FOODS_2,FOODS
FOODS_2_235,FOODS_2,FOODS
FOODS_2_236,FOODS_2,FOODS
FOODS_2_237,FOODS_2,FOODS
FOODS_2_238,FOODS_2,FOODS
FOODS_2_239,FOODS_2,FOODS
FOODS_2_240,FOODS_2,FOODS
FOODS_2_241,FOODS_2,FOODS
FOODS_2_242,FOODS_2,FOODS
FOODS_2_243,FOODS_2,FOODS
FOODS_2_244,FOODS_2,FOODS
FOODS_2_245,FOODS_2,FOODS
FOODS_2_246,FOODS_2,FOODS
FOODS_2_247,FOODS_2,FOODS
FOODS_2_248,FOODS_2,FOODS
FOODS_2_249,FOODS_2,FOODS
FOODS_2_250,FOODS_2,FOODS
FOODS_2_251,FOODS_2,FOODS
FOODS_2_252,FOODS_2,FOODS
FOODS_2_253,FOODS_2,FOODS
FOODS_2_254,FOODS_2,FOODS
FOODS_2_255,FOODS_2,FOODS
FOODS_2_256,FOODS_2,FOODS
FOODS_2_257,FOODS_2,FOODS
FOODS_2_258,FOODS_2,FOODS
FOODS_2_259,FOODS_2,FOODS
FOODS_2_260,FOODS_2,FOODS
FOODS_2_261,FOODS_2,FOODS
FOODS_2_262,FOODS_2,FOODS
FOODS_2_263,FOODS_2,FOODS
FOODS_2_264,FOODS_2,FOODS
FOODS_2_265,FOODS_2,FOODS
FOODS_2_266,FOODS_2,FOODS
FOODS_2_267,FOODS_2,FOODS
FOODS_2_268,FOODS_2,FOODS
FOODS_2_269,FOODS_2,FOODS
FOODS_2_270,FOODS_2,FOODS
FOODS_2_271,FOODS_2,FOODS
FOODS_2_272,FOODS_2,FOODS
FOODS_2_273,FOODS_2,FOODS
FOODS_2_274,FOODS_2,FOODS
FOODS_2_275,FOODS_2,FOODS
FOODS_2_276,FOODS_2,FOODS
FOODS_2_277,FOODS_2,FOODS
FOODS_2_278,FOODS_2,FOODS
FOODS_2_279,FOODS_2,FOODS
FOODS_2_280,FOODS_2,FOODS
FOODS_2_281,FOODS_2,FOODS
FOODS_2_282,FOODS_2,FOODS
FOODS_2_283,FOODS_2,FOODS
FOODS_2_284,FOODS_2,FOODS
FOODS_2_285,FOODS_2,FOODS
FOODS_2_286,FOODS_2,FOODS
FOODS_2_287,FOODS_2,FOODS
FOODS_2_288,FOODS_2,FOODS
FOODS_2_289,FOODS_2,FOODS
FOODS_2_290,FOODS_2,FOODS
FOODS_2_291,FOODS_2,FOODS
FOODS_2_292,FOODS_2,FOODS
FOODS_2_293,FOODS_2,FOODS
FOODS_2_294,FOODS_2,FOODS
FOODS_2_295,FOODS_2,FOODS
FOODS_2_296,FOODS_2,FOODS
FOODS_2_297,FOODS_2,FOODS
FOODS_2_298,FOODS_2,FOODS
FOODS_2_299,FOODS_2,FOODS
FOODS_2_300,FOODS_2,FOODS
FOODS_2_301,FOODS_2,FOODS
FOODS_2_302,FOODS_2,FOODS
FOODS_2_303,FOODS_2,FOODS
FOODS_2_304,FOODS_2,FOODS
FOODS_2_305,FOODS_2,FOODS
FOODS_2_306,FOODS_2,FOODS
FOODS_2_307,FOODS_2,FOODS
FOODS_2_308,FOODS_2,FOODS
FOODS_2_309,FOODS_2,FOODS
FOODS_2_310,FOODS_2,FOODS
FOODS_2_311,FOODS_2,FOODS
FOODS_2_312,FOODS_2,FOODS
FOODS_2_313,FOODS_2,FOODS
FOODS_2_314,FOODS_2,FOODS
FOODS_2_315,FOODS_2,FOODS
FOODS_2_316,FOODS_2,FOODS
FOODS_2_317,FOODS_2,FOODS
FOODS_2_318,FOODS_2,FOODS
FOODS_2_319,FOODS_2,FOODS
FOODS_2_320,FOODS_2,FOODS
FOODS_2_321,FOODS_2,FOODS
FOODS_2_322,FOODS_2,FOODS
FOODS_2_323,FOODS_2,FOODS
FOODS_2_324,FOODS_2,FOODS
FOODS_2_325,FOODS_2,FOODS
FOODS_2_326,FOODS_2,FOODS
FOODS_2_327,FOODS_2,FOODS
FOODS_2_328,FOODS_2,FOODS
FOODS_2_329,FOODS_2,FOODS
FOODS_2_330,FOODS_2,FOODS
FOODS_2_331,FOODS_2,FOODS
FOODS_2_332,FOODS_2,FOODS
FOODS_2_333,FOODS_2,FOODS
FOODS_2_334,FOODS_2,FOODS
FOODS_2_335,FOODS_2,FOODS
FOODS_2_336,FOODS_2,FOODS
FOODS_2_337,FOODS_2,FOODS
FOODS_2_338,FOODS_2,FOODS
FOODS_2_339,FOODS_2,FOODS
FOODS_2_340,FOODS_2,FOODS
FOODS_2_341,FOODS_2,FOODS
FOODS_2_342,FOODS_2,FOODS
FOODS_2_343,FOODS_2,FOODS
FOODS_2_344,FOODS_2,FOODS
FOODS_2_345,FOODS_2,FOODS
FOODS_2_346,FOODS_2,FOODS
FOODS_2_347,FOODS_2,FOODS
FOODS_2_348,FOODS_2,FOODS
FOODS_2_349,FOODS_2,FOODS
FOODS_2_350,FOODS_2,FOODS
FOODS_2_351,FOODS_2,FOODS
FOODS_2_352,FOODS_2,FOODS
FOODS_2_353,FOODS_2,FOODS
FOODS_2_354,FOODS_2,FOODS
FOODS_2_355,FOODS_2,FOODS
FOODS_2_356,FOODS_2,FOODS
FOODS_2_357,FOODS_2,FOODS
FOODS_2_358,FOODS_2,FOODS
FOODS_2_359,FOODS_2,FOODS
FOODS_2_360,FOODS_2,FOODS
FOODS_2_361,FOODS_2,FOODS
FOODS_2_362,FOODS_2,FOODS
FOODS_2_363,FOODS_2,FOODS
FOODS_2_364,FOODS_2,FOODS
FOODS_2_365,FOODS_2,FOODS
FOODS_2_366,FOODS_2,FOODS
FOODS_2_367,FOODS_2,FOODS
FOODS_2_368,FOODS_2,FOODS
FOODS_2_369,FOODS_2,FOODS
FOODS_2_370,FOODS_2,FOODS
FOODS_2_371,FOODS_2,FOODS
FOODS_2_372,FOODS_2,FOODS
FOODS_2_373,FOODS_2,FOODS
FOODS_2_374,FOODS_2,FOODS
FOODS_2_375,FOODS_2,FOODS
FOODS_2_376,FOODS_2,FOODS
FOODS_2_377,FOODS_2,FOODS
FOODS_2_378,FOODS_2,FOODS
FOODS_2_379,FOODS_2,FOODS
FOODS_2_380,FOODS_2,FOODS
FOODS_2_381,FOODS_2,FOODS
FOODS_2_382,FOODS_2,FOODS
FOODS_2_383,FOODS_2,FOODS
FOODS_2_384,FOODS_2,FOODS
FOODS_2_385,FOODS_2,FOODS
FOODS_2_386,FOODS_2,FOODS
FOODS_2_387,FOODS_2,FOODS
FOODS_2_388,FOODS_2,FOODS
FOODS_2_389,FOODS_2,FOODS
FOODS_2_390,FOODS_2,FOODS
FOODS_2_391,FOODS_2,FOODS
FOODS_2_392,FOODS_2,FOODS
FOODS_2_393,FOODS_2,FOODS
FOODS_2_394,FOODS_2,FOODS
FOODS_2_395,FOODS_2,FOODS
FOODS_2_396,FOODS_2,FOODS
FOODS_2_397,FOODS_2,FOODS
FOODS_2_398,FOODS_2,FOODS
FOODS_2_399,FOODS_2,FOODS
FOODS_3_001,FOODS_3,FOODS
FOODS_3_002,FOODS_3,FOODS
FOODS_3_003,FOODS_3,FOODS
FOODS_3_004,FOODS_3,FOODS
FOODS_3_005,FOODS_3,FOODS
FOODS_3_006,FOODS_3,FOODS
FOODS_3_007,FOODS_3,FOODS
FOODS_3_008,FOODS_3,FOODS
FOODS_3_009,FOODS_3,FOODS
FOODS_3_010,FOODS_3,FOODS
FOODS_3_011,FOODS_3,FOODS
FOODS_3_012,FOODS_3,FOODS
FOODS_3_013,FOODS_3,FOODS
FOODS_3_014,FOODS_3,FOODS
FOODS_3_015,FOODS_3,FOODS
FOODS_3_016,FOODS_3,FOODS
FOODS_3_017,FOODS_3,FOODS
FOODS_3_018,FOODS_3,FOODS
FOODS_3_019,FOODS_3,FOODS
FOODS_3_020,FOODS_3,FOODS
FOODS_3_021,FOODS_3,FOODS
FOODS_3_022,FOODS_3,FOODS
FOODS_3_023,FOODS_3,FOODS
FOODS_3_024,FOODS_3,FOODS
FOODS_3_025,FOODS_3,FOODS
FOODS_3_026,FOODS_3,FOODS
FOODS_3_027,FOODS_3,FOODS
FOODS_3_028,FOODS_3,FOODS
FOODS_3_029,FOODS_3,FOODS
FOODS_3_030,FOODS_3,FOODS
FOODS_3_031,FOODS_3,FOODS
FOODS_3_032,FOODS_3,FOODS
FOODS_3_033,FOODS_3,FOODS
FOODS_3_034,FOODS_3,FOODS
FOODS_3_035,FOODS_3,FOODS
FOODS_3_036,FOODS_3,FOODS
FOODS_3_037,FOODS_3,FOODS
FOODS_3_038,FOODS_3,FOODS
FOODS_3_039,FOODS_3,FOODS
FOODS_3_040,FOODS_3,FOODS
FOODS_3_041,FOODS_3,FOODS
FOODS_3_042,FOODS_3,FOODS
FOODS_3_043,FOODS_3,FOODS
FOODS_3_044,FOODS_3,FOODS
FOODS_3_045,FOODS_3,FOODS
FOODS_3_046,FOODS_3,FOODS
FOODS_3_047,FOODS_3,FOODS
FOODS_3_048,FOODS_3,FOODS
FOODS_3_049,FOODS_3,FOODS
FOODS_3_050,FOODS_3,FOODS
FOODS_3_051,FOODS_3,FOODS
